iscnPrefix,classTitle,classDescription,imageUrl,catalogId,mintCount,listCount,editionTitleEn,editionTitleZh,editionDescriptionEn,editionDescriptionZh,editionPriceUSD,classId
iscn://likecoin-chain/zfqhCR80IxQOyFxKci0GjhM0Fzgx42k58WQxTZEmPKA,Bab: A Sub-Deb,,https://www.gutenberg.org/cache/epub/366/pg366.cover.medium.jpg,366,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1nlftld26jjsh2du6dpu8csh2ff3u63mer6hv9dlv2a8y49ca48fs89faq2
iscn://likecoin-chain/jwS8UV0yHTMwWbaqN5GEpTsC7p7ev3QKHpWLiWZyGqY,Babbitt,,https://www.gutenberg.org/cache/epub/1156/pg1156.cover.medium.jpg,1156,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1497npuqmus0sy4aelkhtn22z0dlpffq8hfm4mhdqydpek20wtdesg5dn5l
iscn://likecoin-chain/bLD4PXGelJmmd2AApDXit0L8qurhoLyMMSawX76mMu8,Back Home,,https://www.gutenberg.org/cache/epub/2642/pg2642.cover.medium.jpg,2642,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1j45j0edlpj9y0tdf952fge7kt8srzv63866crnyaqgw3nh4nw60qkzwwzj
iscn://likecoin-chain/adfgowlNxBkVtXZh2xQUv9Iy8-7V9YaKrPlhBasT4V8,Back Home Being the Narrative of Judge Priest and his People,,https://www.gutenberg.org/cache/epub/44223/pg44223.cover.medium.jpg,44223,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15mt4mnvgs0z7qyq85e2tjju63af6289rw8yum3wsz687j74wvd6s0epncj
iscn://likecoin-chain/w8qheSoUoKtBFhiJ4rMYVmoQTnnN8GHJSxmL-Fk-0RQ,Back to Billabong,,https://www.gutenberg.org/cache/epub/7047/pg7047.cover.medium.jpg,7047,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1vfd3quusv7rnvx40euvt56x48xt9f7r0ul32g7lqlfw8unpu8zgq0pm6zy
iscn://likecoin-chain/wGMbpHqRcRTtw6sDOE45qIUXmvvMkcL9F5mKKoPFqts,Back to Methuselah: A Metabiological Pentateuch,,https://www.gutenberg.org/cache/epub/13084/pg13084.cover.medium.jpg,13084,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1eyhjw76zn6ep89knp5hkgehupcu5spze5nrk8uw39twkhrcv6t2sr30lqe
iscn://likecoin-chain/5Ar9JuKDw-Ei-K7pSX1basor2rbtZ5HN8Dbb40Luq4g,Backlog Studies,,https://www.gutenberg.org/cache/epub/3134/pg3134.cover.medium.jpg,3134,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ws70xjx6fdtpw7affj6s7tzgxhjsmqvg6dskn6xhtfay2dv6gsfq3qt2mp
iscn://likecoin-chain/eW0fPNU6CHv2Duxrtj9hdMSx0gJip4g2ZHSB57yyyew,Bad Hugh,,https://www.gutenberg.org/cache/epub/16662/pg16662.cover.medium.jpg,16662,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16zth0xnkcs3yhq6p26s8d2hrgu4ve003s5cx6fn0mjytun3r3ztqw3jwzj
iscn://likecoin-chain/l2XFAvAxFAD9XiRJLL3POC-lyTbgOeOjrig2GM1wwB0,"Baddeck, and That Sort of Thing",,https://www.gutenberg.org/cache/epub/3133/pg3133.cover.medium.jpg,3133,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1720fd6k5zc25ep9wsweqv70aylt00n2jquqh6j75nt8r6yxh8n7szx3u85
iscn://likecoin-chain/TxtLoEPRDuOUP80DTLrLp9DRWqC36RVAscoYEwPdCvc,Balcony Stories,,https://www.gutenberg.org/cache/epub/11514/pg11514.cover.medium.jpg,11514,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16atcv9uuw3ga4mzpxf80yrd2z4zvw0z0q2r7vxtvp0quzg38wwhsxjjzt9
iscn://likecoin-chain/exXCf_-SJmVAYqqjIZJhPaftuA-AHKIcf8nhNLnT39Q,Ballads of Mystery and Miracle and Fyttes of Mirth Popular Ballads of the Olden Times - Second Series,,https://www.gutenberg.org/cache/epub/25511/pg25511.cover.medium.jpg,25511,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15k3wqlw0rwktkrdaec8rknj0h206c7gx4hu450ukq9jpq4w89n9qcgey0q
iscn://likecoin-chain/0lg8nMYdsgZw6i4NoiT-9Boj0CQWEpU_Pi9wCzgjea4,Ballads of Romance and Chivalry Popular Ballads of the Olden Times - First Series,,https://www.gutenberg.org/cache/epub/20469/pg20469.cover.medium.jpg,20469,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13h7y94k2d0dkr20je46p77y4s3v4wv97llvva2ulpyta5jpzuceqf4vsau
iscn://likecoin-chain/acp8qUTqLAyESgMGeQiwK7tIJ1R62wOATmmJ4eyY80A,Ballads of Scottish Tradition and Romance Popular Ballads of the Olden Times - Third Series,,https://www.gutenberg.org/cache/epub/20624/pg20624.cover.medium.jpg,20624,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1qxj8v82eg9zrmrdvfnfdgm0axx72pcra8uywushvcehq8x9yafysrjvjph
iscn://likecoin-chain/bUzImpFLIscSv-7lCIbAWBA9EbSYVqotOvDZxe-p-X4,Balthasar and Other Works - 1909,,https://www.gutenberg.org/cache/epub/22059/pg22059.cover.medium.jpg,22059,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1zxv58d5kdce6js8w86f4aj2pqyr099rnj8rsjj9t8wepuy26x9pqmksjp9
iscn://likecoin-chain/tnCHVZjOPTw1nxt2g7L8E-ztLwMeH77GL4zs0tj7vcI,Bandit Love,,https://www.gutenberg.org/cache/epub/27856/pg27856.cover.medium.jpg,27856,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1u9gk7m4kje3spw83yzxszl0vv88c0s4spsl9rgrvy7w2kr4hg23q2vum0u
iscn://likecoin-chain/x17B0gYWY3hr3RzOop1Em5e_W9LX4ZcEMikHvQtNyYo,"Barclay of Ury, and other poems Part 3 From Volume I of The Works of John Greenleaf Whittier",,https://www.gutenberg.org/cache/epub/9562/pg9562.cover.medium.jpg,9562,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pm3955mpuz6hllt4zrk75p6v6c8vvmqf05ehnc20qx8whpfftlmq0mjv0c
iscn://likecoin-chain/H2sjnVfs33B6PkHuNu3yktn1PHo44bPuwzpEAlX7jRU,"Bardelys the Magnificent Being an account of the strange wooing pursued by the Sieur Marcel de Saint-Pol, marquis of Bardelys...",,https://www.gutenberg.org/cache/epub/2389/pg2389.cover.medium.jpg,2389,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1v8vj5qkmzrk5t65yg7k4z8mwtsmmdwrtv4vse7s3nmc34jrt3mssg5khqn
iscn://likecoin-chain/vK8aDx4TvA1CbYMxdxlvKv4DTP20qPcp1RJe2mOTFo0,"Bark Kathleen Sunk By A Whale To Which is Added an Account of Two Like Occurrences, the Loss of Ships Ann Alexander and Essex",,https://www.gutenberg.org/cache/epub/31263/pg31263.cover.medium.jpg,31263,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft164qng6833f54p7phtuz2z7ynazklpf0vwlnlxcddcmx0x7pdwcuqpmr6a5
iscn://likecoin-chain/mUyU3NPV3k7HP7lBtRzCYKmEFsU9a5ADjA20-uCXbGE,Baron Trigault's Vengeance,,https://www.gutenberg.org/cache/epub/547/pg547.cover.medium.jpg,547,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1kpjk964ezxp4mhvrqhh73t9utsx352smk2553pstrr0qynwy0uusfh73gd
iscn://likecoin-chain/bwP_ae0VBYa2m5tlhcDRA46XIW50PM9juPQFhAui9Vk,Barriers Burned Away,,https://www.gutenberg.org/cache/epub/6627/pg6627.cover.medium.jpg,6627,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft14m4v90l298xnn736j3mqr45aqslfklcngh6nd45ahlus2yrxagyqnvyzgx
iscn://likecoin-chain/aj0A6zmXiWNYXILlHZIsXT6gsYk_PYMzM7bwxybGs2Y,Barrington. Volume II (of II),,https://www.gutenberg.org/cache/epub/34882/pg34882.cover.medium.jpg,34882,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1c6u4p3y8v2l85tw9pqks7dv84cw7rfqk0pswr9fec6jl2pa2pywqwsc8dn
iscn://likecoin-chain/2EEiJHWfnHrGXgFbp3BBWsQYgUowqrVqkuvWwYVh8xw,Bart Ridgeley A Story of Northern Ohio,,https://www.gutenberg.org/cache/epub/12249/pg12249.cover.medium.jpg,12249,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16c0r7846556t68qxfd7qxlmt48dcyyq0yhk9zu4mtkxy75a8pfxqvx5ap5
iscn://likecoin-chain/w6fTMSA3l8c6-eiknHLCQa5yR2h92MAv7ypKdWVV3f4/1,"Bartleby, the Scrivener: A Story of Wall-Street",,https://www.gutenberg.org/cache/epub/11231/pg11231.cover.medium.jpg,11231,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13hgut0janerwk9a2w7gp3hrgzy93dufwetlpa8ekdknan9hlmrhspxnahp
iscn://likecoin-chain/mVb35FDZ71dbxLm7w6hP2ujKxLAOsRQpSQ7J0i6rPS0,Basil,,https://www.gutenberg.org/cache/epub/4605/pg4605.cover.medium.jpg,4605,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1unwkepmexukej55lzh783t7pnzm7znvg8desww3r4tp064f90gcsrefyxx
iscn://likecoin-chain/wJIboxptlJLkOmIwjG3bYZhw1EU9wul0239UuyW1kPI,Bat Wing,,https://www.gutenberg.org/cache/epub/6382/pg6382.cover.medium.jpg,6382,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1n9x6288reyzppykm5atj4gsnj5rv203r7cmux64v2km66chwqdds9qn8t7
iscn://likecoin-chain/0KF-OjVvt3v6dmaAkRrDrKjbAah_4fSV4YJ9yJ6p_H4,"Bay of Seven Islands, and other poems Part 7 From Volume I of The Works of John Greenleaf Whittier",,https://www.gutenberg.org/cache/epub/9566/pg9566.cover.medium.jpg,9566,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1jj7wndvyjctww2fryy8hpf72pnedgqgej92sr05yanuqyaca2csqkmm79n
iscn://likecoin-chain/-Yrb4Bz9qNC0-BglMcHxvW-R3mC9LBmXIPYw4MK1J2I,Bayard: the Good Knight Without Fear and Without Reproach,,https://www.gutenberg.org/cache/epub/11363/pg11363.cover.medium.jpg,11363,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16j3ngefr0yqt2q0vywg4nmyqjehz9q2c8dgfugwaxhlypn7fekrs0m0m9q
iscn://likecoin-chain/rLejweC2JiTMiR2bIGmQUKF_sou7Ff27DWNr26m4H0I,"Be Courteous, or, Religion, the True Refiner",,https://www.gutenberg.org/cache/epub/9402/pg9402.cover.medium.jpg,9402,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1kz827ujcatn2vesexel2j4zswesjjxnx2z20rplhheyxz38l6wkqq7wlpq
iscn://likecoin-chain/BTtb0fUqMLPrvDd0oDdVF7H1mdv7Z6eLIKwG5kX7bGo,"Beacon Lights of History, Volume 3 part 1: The Middle Ages",,https://www.gutenberg.org/cache/epub/1498/pg1498.cover.medium.jpg,1498,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16h50g3nlxuudcs7t4dt0n7p6lu6fvpq9gvsjxzhqdjf93kwnzywqzh3pnx
iscn://likecoin-chain/LqZHQN9S5JFzLhRdVkcIXyb_gu2rahSrlCz1x61Pdp4,"Beacon Lights of History, Volume 3 part 2: Renaissance and Reformation",,https://www.gutenberg.org/cache/epub/1499/pg1499.cover.medium.jpg,1499,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1r76d8hrx6z2g7779pynd2hpwx2hr5lv2mw690m2dxrkzd0r685hqhurrr5
iscn://likecoin-chain/l1mK9sgG-2q1RcQQqQ8zadbcvSN2uPY34qisK8kbobM,Beasley's Christmas Party,,https://www.gutenberg.org/cache/epub/5949/pg5949.cover.medium.jpg,5949,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pm9eyhft5gs2yrmte09d8g4zavxzag5nr3fhz7qma3rec67lu2aqxh5lrr
iscn://likecoin-chain/8XvAHHdc_1GwXnEKadi_UiXxR6v47Fz1ZhVBTOTNeow,Beauchamp's Career — Volume 1,,https://www.gutenberg.org/cache/epub/4453/pg4453.cover.medium.jpg,4453,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1tez4k0e9mm3vn3dl9f53z5ac7d2guzx3gv2uu9t4zew43gkzmkfqa7782t
iscn://likecoin-chain/6JUTuxqxDh5_kuLhOITHeUeCOt6yBcv6W0xYZ1ExSHg,Beautiful Britain—Cambridge,,https://www.gutenberg.org/cache/epub/50777/pg50777.cover.medium.jpg,50777,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ckrpmjqjtduddk69vxcnct0tgvqyth3laavmxhryyw277gnr6mnswglglc
iscn://likecoin-chain/VpqPiKMlOWYyZ4S-ipwJcWDIfLK5ebq9uB9U-C6pX-4,Bees in Amber A Little Book of Thoughtful Verse,,https://www.gutenberg.org/cache/epub/9989/pg9989.cover.medium.jpg,9989,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1a7uum0tjfq9drkmrgjzjm8pvkaw4u70qm6wv4eqcxgjm6zsq8fms2htumf
iscn://likecoin-chain/rX0_8Y-pBgHd54EgqcmQR18ELV83wPccCNwRdww89xU,Before Adam,,https://www.gutenberg.org/cache/epub/9113/pg9113.cover.medium.jpg,9113,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1hscp0zyw28r4zmqghtd572q2ht2gt6nywha9kmahjkasfelp6dqqznvgqp
iscn://likecoin-chain/bFMktYE__BoeyVRpI_cIPA3Wq0HO7meU9Puhmfkiiqo,Beggars Bush: A Comedy From the Works of Francis Beaumont and John Fletcher (Volume 2 of 10),,https://www.gutenberg.org/cache/epub/12221/pg12221.cover.medium.jpg,12221,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1x6ev75xkqcx3s0tudc43rm4x5rt86rpgclgakxlnpz3ukjxqhnrqjdgjfk
iscn://likecoin-chain/1QOMReCOVCMCyhRommtBNPve7mANWEUEqCFOGed569c,"Behind a Mask; or, a Woman's Power",,https://www.gutenberg.org/cache/epub/8677/pg8677.cover.medium.jpg,8677,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1f79k9wfmxhn667ky0wlnmp5a8hsahwawu26vzu6q6cqpu592s97s9dfw46
iscn://likecoin-chain/I6lvwGvYZTyaa4ykb_syB66hCRyvJpkwCf1aBrpTfcM,Behind the Green Door,,https://www.gutenberg.org/cache/epub/34592/pg34592.cover.medium.jpg,34592,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1x97nkd6hqtpv6f679e5h98yxt0a4l8mtzy7pxnrxnnk5lwj9s68sq9dxxa
iscn://likecoin-chain/42t8NXjfLftqgEpcyEfQk3hayACfKTbsy1Ut0RL5vRM,Behind the Veil in Persia and Turkish Arabia An account of an Englishwoman's Eight Years' Residence amongst the Women of the East,,https://www.gutenberg.org/cache/epub/39463/pg39463.cover.medium.jpg,39463,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1jlpf2na2nte8fuw965f2m87s6sauf5d626ey73sklgn2zpg0zm0sl3u7fm
iscn://likecoin-chain/YYIUjyvmf3yqrjuG73TfcDpdKYEXQC6IVRBklacmBmk,Being a Boy,,https://www.gutenberg.org/cache/epub/54604/pg54604.cover.medium.jpg,54604,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft145prkuqql8s5cfm9xpfaskqydfj0y4r2x5hrkkn38egvk77lsvrq0p2x68
iscn://likecoin-chain/M-gT1ImPSX3MgOJ7VjeiRqqcgYArOjLnRW0hSdZ9mcQ,Belles and Ringers,,https://www.gutenberg.org/cache/epub/20529/pg20529.cover.medium.jpg,20529,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1vcge45x7fxh5q0apss90fa8fppd70c0kgcrpw3tjxg7tadf95fpq4cahge
iscn://likecoin-chain/aZQ9PO-De7EnLoL1qmPOVlQZcedTQIvA7zZO6XEo0Kk,Beneath the Banner Being Narratives of Noble Lives and Brave Deeds,,https://www.gutenberg.org/cache/epub/10024/pg10024.cover.medium.jpg,10024,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16ukndtw2jn03csksu5n45fja5w9lerl6hcjdppdhw6hvpv8v2t3svnj6d6
iscn://likecoin-chain/HRqTRRu6uShSrdLMSi37ylV_cEWaC_lACCbsmTLxMSo,Benjamin Franklin,,https://www.gutenberg.org/cache/epub/62974/pg62974.cover.medium.jpg,62974,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18zcewwgsdh0089qvfgelvd78dxj5rg9tml20zgee8w9e0phy7k5q90a6u0
iscn://likecoin-chain/uEvyOQueq5yT9adXXzzABQs1-jskLOa5o42YDNqNkT4,Bernard Brooks' Adventures The Experience of a Plucky Boy,,https://www.gutenberg.org/cache/epub/45022/pg45022.cover.medium.jpg,45022,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1h4eawwjz765nu4yx2xknxjvt5m9ack64xqlqgfml9zgtu6d4eeds24z33c
iscn://likecoin-chain/03EtI9rYNkZzYbyIn5EDBJycgXoWiRcA1IiIEL622ps,Bert Wilson at Panama,,https://www.gutenberg.org/cache/epub/33232/pg33232.cover.medium.jpg,33232,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pr979wh3p8z9g7l98ddzkmeqhuqzcyc6k773wlvd3gxtwzesz30q5536s8
iscn://likecoin-chain/nrVanlHBt9SEXtaTEL5EeCvJ6epcf3PpGkJ4TIGDLJo,Bertram Cope's Year,,https://www.gutenberg.org/cache/epub/8101/pg8101.cover.medium.jpg,8101,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1f9rvhe67kd0gr6umfs65k92vj6jraq70cl00ck9n6a46djr7ghrs06s7xj
iscn://likecoin-chain/FnX-ViYSS9sgI89h0lCQIRcYTiWtDQs3xFIHyNR3vWo,Bessie Bradford's Prize,,https://www.gutenberg.org/cache/epub/6569/pg6569.cover.medium.jpg,6569,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1hg0lu8564r9mmtd5v5qyraz7z33fzwxxyru22jk0df55m8tr9vrqwhhmsg
iscn://likecoin-chain/XdbVCWWATlEdHGNDUZEdBKqO-pdHAsyfj0OJ9jgT3j4,Best Short Stories,,https://www.gutenberg.org/cache/epub/15667/pg15667.cover.medium.jpg,15667,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1fw76f032r4c6ula5kumf2j54dnp4fl4kyzdn5jem94tyy6qs3j2snjdygn
iscn://likecoin-chain/3U-GeW87Ras_hOawmXMNYtgAo3AIxxObF6g9wKiCwMU,"Betty Gordon at Boarding School Or, The Treasure of Indian Chasm",,https://www.gutenberg.org/cache/epub/10317/pg10317.cover.medium.jpg,10317,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1nukt54nj9flyxtsywcuwfrk7lsawzc7x9fydzgdrgau6gx79q0lqvl4m7k
iscn://likecoin-chain/wcaK5c2Cj4UlpMqncpLAkAt-IwX0KBFXrOycv7j8t0c,"Betty Wales, Sophomore",,https://www.gutenberg.org/cache/epub/34728/pg34728.cover.medium.jpg,34728,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1v5540y9elyfu8t7jgf45ddzspdy7cwfsvwkafsdx0dqmgqpmzdms0jxaep
iscn://likecoin-chain/Abs2vsz0lSQfDFeJNK0GkNxpdVSla-gEAwYi_WXhP8g,Between Friends,,https://www.gutenberg.org/cache/epub/8441/pg8441.cover.medium.jpg,8441,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1wsw9sdx49xnp57waytpgj98p9urcthww5dsyc8l9ek4uz4rmdv8sdj299f
iscn://likecoin-chain/jMgpHnC_UNdoO3Frtqd0Kg6ODA6KukAaqixtYXMAspI,Between the Lines,,https://www.gutenberg.org/cache/epub/25076/pg25076.cover.medium.jpg,25076,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16rsc3yqpfta0kt7fcgag49sfuhuftwcmxgagg4ey9zx2j6t274zq5yys8u
iscn://likecoin-chain/Q7S2ttfQHxA1aUOV3Js2K20iLoRxXqlWzBDWBhctxQo,Between Whiles,,https://www.gutenberg.org/cache/epub/10756/pg10756.cover.medium.jpg,10756,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xcxt48hjsra2sr9vgsh79h5wne3zxdm9k8zw9zduparpzad9ra6qn8zfg7
iscn://likecoin-chain/6ho0duEDrnQLZT_drJTbRkWZXD7zPBgb0FlJZw4UBk4,Beverly of Graustark,,https://www.gutenberg.org/cache/epub/6801/pg6801.cover.medium.jpg,6801,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1kjpkr8haftay3uleccknjsaljvqr6z8mnvdquyw6jw85rgd55q0q4rw0k5
iscn://likecoin-chain/xPpL3WUR0PRTiUfNJbojuxTHnzhH-wC9lwSL7SeKVHw,Beyond,,https://www.gutenberg.org/cache/epub/38134/pg38134.cover.medium.jpg,38134,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13ghtayfhj5yex3vkk58z23yyu354un69htxya7zlxmwfqsz9az5s4e4n8q
iscn://likecoin-chain/j-10CCW9vEv0TR3myQIbLYYu1A2kommn5WSFe0W-P1U/1,Beyond the City,,https://www.gutenberg.org/cache/epub/356/pg356.cover.medium.jpg,356,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1sce32znth8h9ha8sukkfjzkdr0tn2ds563fnwrzrr73hdkypalgsvwt5gk
iscn://likecoin-chain/CdyMaOBlqtBbz-t0rRUECIPbGIYC7AdwEDArNbTTJwU/1,Bible Romances First Series,,https://www.gutenberg.org/cache/epub/30209/pg30209.cover.medium.jpg,30209,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1uf53uzu6vvjkdly3kl8275m66294gw0nq7kv6244cccrfjd02epqgvnavg
iscn://likecoin-chain/-4p2ty4OQGSWT_WzaOXO0k3LHOp-TkzVepxXDoRzuwA,Bible Studies Essays On Phallic Worship And Other Curious Rites And Customs,,https://www.gutenberg.org/cache/epub/40206/pg40206.cover.medium.jpg,40206,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft17wkwscqtvth7h46j6962h29nq8ft2af898emejqqvxu4aj97gruqs384hp
iscn://likecoin-chain/tSNraC09VF9TBIrzqRAj2ic5FSucW1d2TSBR9ePAZDo,"Billie Bradley and Her Inheritance Or, The Queer Homestead at Cherry Corners",,https://www.gutenberg.org/cache/epub/10048/pg10048.cover.medium.jpg,10048,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16nkdtycvv4zv4jnyqk07cwapcs9q84u46tke2rugm4hcac0wap2s9ndcvh
iscn://likecoin-chain/yfpZscO5J8E-AKUN9M2PHIyr1lUpyEoVcYuzc2RF2mc,Billy Bunny and Uncle Bull Frog,,https://www.gutenberg.org/cache/epub/5947/pg5947.cover.medium.jpg,5947,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18jynjam05h004q52g5gq0ff9yqmdt9crs0dyalm7uz4m2qseq3xsywtxta
iscn://likecoin-chain/nBmM-DXVHpcF7gTBBbY92xfiKRgPNKdOrT64evrlV_c,Bimbi: Stories for Children,,https://www.gutenberg.org/cache/epub/5834/pg5834.cover.medium.jpg,5834,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ynampama26m3ps2eyt7krr8hhajt9rm9z6gxdrdel76ldtn4a2yshpsctx
iscn://likecoin-chain/imiabbFW4oc-yw0zXlPuOFngdtAPaR2OrcE7E5u4TL8,"Biographia Epistolaris, Volume 1.",,https://www.gutenberg.org/cache/epub/8210/pg8210.cover.medium.jpg,8210,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1fw9537220dxrh85sqljqwgvkppg06kajdekn0c8qnyg444q8z7vss28kt0
iscn://likecoin-chain/f8SgsGhPR7BYER9OhN97fbUO5LUmCS8ri7pGP3CQdjU,"Biographical Memorials of James Oglethorpe Founder of the Colony of Georgia, in North America.",,https://www.gutenberg.org/cache/epub/10677/pg10677.cover.medium.jpg,10677,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16dc3jju9kjwg9hdgazyuj3zlhv5gtv2grprhs6zkxspwyygvgq7s44dzjk
iscn://likecoin-chain/BQnNarcGNDGLgKjUwUOb-boEZt6AXlb5_5ksevhB97A,Biographies of Working Men,,https://www.gutenberg.org/cache/epub/6492/pg6492.cover.medium.jpg,6492,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18ptggu8hwrcjjw8l20gt75e3pz5sav543hud4ce3898cgsk22kss0n8qlg
iscn://likecoin-chain/EYpw4i9UHgiPOeTU5YH0mM5ELvnfmz4ZjGQxwhu33EY,"Bird Neighbors An Introductory Acquaintance with One Hundred and Fifty Birds Commonly Found in the Gardens, Meadows, and Woods About Our Homes",,https://www.gutenberg.org/cache/epub/37735/pg37735.cover.medium.jpg,37735,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1lhvmznvfe7pakelpshzemnczu2y9mhl5quf94yylnxqprd2a5cxqgjc0zh
iscn://likecoin-chain/p_PVBG_knAxDHiwXMa3E9emWfzPrDp4gS7vQ8t72zlc,"Birds and Bees, Sharp Eyes, and Other Papers",,https://www.gutenberg.org/cache/epub/3163/pg3163.cover.medium.jpg,3163,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1c4hf7h8gmrhpqk7jy3yv92paspj7stkc9gg9nfa2uh3sllzhlxkq29lz9g
iscn://likecoin-chain/f2_iGYNitQ7AaSogWbDVDQb-0Qot0s12cie3R6Oo_sg,Birth Control: A Statement of Christian Doctrine against the Neo-Malthusians,,https://www.gutenberg.org/cache/epub/8773/pg8773.cover.medium.jpg,8773,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ylv57zu3fmwff5qwp2yuvttlrfkf6t3t5jqx50uhsjp0fat3c6jqqag5qp
iscn://likecoin-chain/Hc2SYOkWEiP6m6gzwl1HVCODefrRF7HvcsTW4vTU0pY,Bits of Blarney,,https://www.gutenberg.org/cache/epub/43563/pg43563.cover.medium.jpg,43563,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1u7tjtlms495265stuuzr2pectdxjz3x2axp20r8r9ulku5w6473sjv9p5v
iscn://likecoin-chain/GyAeYXLW03v_HtWu3BcEONr8qz72JLwlFZ7638xeMNc,Bitter-Sweet: A Poem,,https://www.gutenberg.org/cache/epub/6442/pg6442.cover.medium.jpg,6442,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1u64gtj33mtyx24rk65cyfscrs2yyngrfrt2na47tj7v5wvgqadzsst2gvm
