iscnPrefix,classTitle,classDescription,imageUrl,catalogId,mintCount,listCount,editionTitleEn,editionTitleZh,editionDescriptionEn,editionDescriptionZh,editionPriceUSD,classId
iscn://likecoin-chain/VguxY54Dx_uqBQK17USbX06RxVAVssNsFRZhuw9n1NY,Aesop's Fables,,https://www.gutenberg.org/cache/epub/8809/pg8809.cover.medium.jpg,8809,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1spj4aj6dejusnna22jx9k6z2gj8kty5285v3qca54lh6vtzxwz9qxtx5lh
iscn://likecoin-chain/nDOYPTc1utvEI7T7OjRcl38w1FInmDiRuB541f4tuI4,Aesthetical Essays of Friedrich Schiller,,https://www.gutenberg.org/cache/epub/6798/pg6798.cover.medium.jpg,6798,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1uynefmawrktywp8phk4w6g36shnx5fddljma5g68mewwe6pxsg8s2nv3py
iscn://likecoin-chain/-iRQ_K_Ueq6uqxdBU9DHe-8Nxyio5XQFPoThuaFKNrw,Affairs of State Being an Account of Certain Surprising Adventures Which Befell an American Family in the Land of Windmills,,https://www.gutenberg.org/cache/epub/10397/pg10397.cover.medium.jpg,10397,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ugkxtkxryxe83qehx0famkkcs4h920rxrxnpap77fu2g8gvx22zqel8d9h
iscn://likecoin-chain/hbakrgYsRu_XIug9ZfW-XHyj-kKiUifk2F_T2U22eSw,Afghanistan and the Anglo-Russian Dispute,,https://www.gutenberg.org/cache/epub/7320/pg7320.cover.medium.jpg,7320,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1t4zwdvd4fxc22te39yle75pg9dsmg3l3p4qtf5wpfqzzgwsug6wsw96mf7
iscn://likecoin-chain/S-Pw1s5x0cK-GLZpLIBCBXG_37olhJ7ZiXfs3HM6CXs,Afoot in England,,https://www.gutenberg.org/cache/epub/5406/pg5406.cover.medium.jpg,5406,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mdhzwmawmzs4v42tkwv9ntwf70zpmvs5cj5rwv95jaajjzqcqu2q6twr79
iscn://likecoin-chain/YPZNQxWBBm_2a05k--VRh4Ab5gnv6kG557cRgiKK8EA,After Dark,,https://www.gutenberg.org/cache/epub/1626/pg1626.cover.medium.jpg,1626,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xdyrzmxq0tzu2tmq9sf0q0gc5wf04tlfawtknusexqel76cwz36q5a2eg5
iscn://likecoin-chain/bc0vTnMt33XCaaqyMaZslrenLPPNaRzwwwlcKUKC1PM,After Long Years and Other Stories,,https://www.gutenberg.org/cache/epub/8111/pg8111.cover.medium.jpg,8111,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1acfl88nxa9rweyxn20maw0xvxhm7mjccjqqtunghsaadskzpp5jq9w77xu
iscn://likecoin-chain/U7WXVn3ewYWOTDuAwi53_suj_tGVQr6URLpz8C7xKcM,Afterwards And Other Stories,,https://www.gutenberg.org/cache/epub/43192/pg43192.cover.medium.jpg,43192,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft17xgvqxpdhgtlfmr2xwql4tedr5ttepgvhpzd4ef0nktmmxz8jwtqhjzhl6
iscn://likecoin-chain/2p8XnAAGtuiYVlduEti3AQWr4ElB6iK3JdrylR62xDg,Agatha Webb,,https://www.gutenberg.org/cache/epub/5162/pg5162.cover.medium.jpg,5162,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1vhl6hswhna9trgw470nwe8psp4e0pjf2yktq278svqdd5cauvs5qvuq699
iscn://likecoin-chain/g4WURSJBa_-OZUgXSIiS9UN-Tf39myHSMIgRtCIOxuc,Agent Nine and the Jewel Mystery A Story of Thrilling Exploits of the G-Men,,https://www.gutenberg.org/cache/epub/44786/pg44786.cover.medium.jpg,44786,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13q9dkr9cajf20p3yjade78j5dhrvduylee7eyycafcya90t4j3xq0h0c3y
iscn://likecoin-chain/mZ_89IMctbnMN6X4fhTmjcW0MyfqUJBcwqY5GDbfp0Y,Agent Nine Solves His First Case A Story of the Daring Exploits of the G Men,,https://www.gutenberg.org/cache/epub/44351/pg44351.cover.medium.jpg,44351,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft183nasezqtry0vamjkdgu54l34h5exw6l0s95u2e58ef6ldkzczlsve4wxk
iscn://likecoin-chain/4TPFcaMn3xaGltCbsim-gTCZwS4AOXTJ4Ab9Ykvm41I,"Agriculture in Virginia, 1607-1699",,https://www.gutenberg.org/cache/epub/28730/pg28730.cover.medium.jpg,28730,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1sur07t6qvjmzxdqlqxu5fhgs7zc5ssgytj7u44jqlpyh0jds7c4qzqkh4a
iscn://likecoin-chain/B-f1qxquE24QO749C8NqLyZUYujpnmbDI1_5mC8OQ0c,Ailsa Paige: A Novel,,https://www.gutenberg.org/cache/epub/11904/pg11904.cover.medium.jpg,11904,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1smmpudkxselk6xssd9zjwdhe6crtxhpz3czpev9h65grqys7n2wsy3w2tn
iscn://likecoin-chain/anlzerBucGaFky01zPpFAEtKxuzHPZEkhL5C028f8t8,Aino Folk-Tales,,https://www.gutenberg.org/cache/epub/29287/pg29287.cover.medium.jpg,29287,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1dhfqml0h0rrzx3k6epw2fj9v049ee94s5072a4tr90ytyyvh0f4s4jxzmd
iscn://likecoin-chain/cbFlUwEfJMccJQobB9rNrmyIaRDO0R7nEO7zwuONK6s,"Air Service Boys in the Big Battle; Or, Silencing the Big Guns",,https://www.gutenberg.org/cache/epub/6458/pg6458.cover.medium.jpg,6458,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1kmuk5v7e4e3wk79p8q20hlscag464m669tyzcdcz9zx5u5l55lzq2anqqe
iscn://likecoin-chain/dxixW_bJqb31t7-IJlfdvbuBMcnrLQ8N0t3oEgs9ca4,"Air Service Boys over the Atlantic; Or, The Longest Flight on Record",,https://www.gutenberg.org/cache/epub/10584/pg10584.cover.medium.jpg,10584,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15y24k3aqn3hfacckc9vjxu6sphuka2zgj9j88xwy2v3mpndd3nts3uja2q
iscn://likecoin-chain/9IYnF42G6jloEp4laweg1gJbbr-aVSRIWSlUzD3_JCs,Aladdin & Co.: A Romance of Yankee Magic,,https://www.gutenberg.org/cache/epub/23745/pg23745.cover.medium.jpg,23745,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1nxt8dcw28gmlq3zhywrpcp2t7365km2f05lgk8k6lwwpu9fw8mysu8y40h
iscn://likecoin-chain/j5qeb7O4h0qJIr-RE0-fZl7uNTiE3rpfRTni-4wisRc,Aladdin O'Brien,,https://www.gutenberg.org/cache/epub/5172/pg5172.cover.medium.jpg,5172,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1w0wh2ukuejgqe2ws6jkt9wwguew8u5lmewgzwjm45vddu939dles4yt7r4
iscn://likecoin-chain/g5omYfw1Ki1ZR4Q8OuWHxhhouC9eUaYcTGxuvepc-tk,Albania A narrative of recent travel,,https://www.gutenberg.org/cache/epub/22115/pg22115.cover.medium.jpg,22115,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13v22r93vz6x4xt9hgvaehea55gwu8skmlsga3r7cj7sz75c8sy7sjecjmv
iscn://likecoin-chain/nn1GoY71REdRjAYgiIUHZL3z7iuTGklzLGIkxz2uuvo,Alcatraz,,https://www.gutenberg.org/cache/epub/11195/pg11195.cover.medium.jpg,11195,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1yhwj5eqghwdejqfl6egndzs7uwghn98fpxhffx4xun59setjh6asdtm47u
iscn://likecoin-chain/YJmamu5DKZOJ_QrYNmk79piZ63PYX3d4jn9urO2DJyI,Alcibiades II,,https://www.gutenberg.org/cache/epub/1677/pg1677.cover.medium.jpg,1677,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1aw5r3j4wej424mvjghkf9dndthkywdpuxfp20ae3s9xalm4sfsus2vsxzc
iscn://likecoin-chain/NSR3bFwz3H1uUx5p4SjNqZc94M4nrOGtXPoJKYRaRYc,Alcyone,,https://www.gutenberg.org/cache/epub/22833/pg22833.cover.medium.jpg,22833,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft12vg59pallc4mhuchmgggwclcycv0wn9c5h3s7nqs3zhvwv0xxukqcw5ccc
iscn://likecoin-chain/00jXwpDbUiYFXiILIX4I5FGAGAgS7iHh-iNR96RMdyM,Alexander's Bridge,,https://www.gutenberg.org/cache/epub/22348/pg22348.cover.medium.jpg,22348,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1tf8ghrgtvv3yfgztrh7dpa3jdhw49fhwrxxknfu34y43vk93pefqrvx5ff
iscn://likecoin-chain/RCX9iGbTuMVVdNhVTbEP_B77yY_TV6B5BOS-gu3BZWc,"Alfred Russel Wallace: Letters and Reminiscences, Vol. 2",,https://www.gutenberg.org/cache/epub/15998/pg15998.cover.medium.jpg,15998,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1y2m0hctzmjtyymhnv5yprmf5q0vjqyn5jee2zdzanfnkp8hjytqq37y4ch
iscn://likecoin-chain/-OdtH3TFmh2GPCJ6rFb8j6Q93VhZWjUlQb1rZryNR3g,Algonquin Indian Tales,,https://www.gutenberg.org/cache/epub/10891/pg10891.cover.medium.jpg,10891,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1esh9wtmrrha229m93pv355328f8zzsg0qqfsfm5pwgk8pwdaxk6s0cl4w0
iscn://likecoin-chain/uvqhJEwq3SslfTNm7q-lwRuFNo-U0-HqyAKS0ROSF24,Alice Adams,,https://www.gutenberg.org/cache/epub/980/pg980.cover.medium.jpg,980,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1e8gcyvhpw9y7sn4yy97524tte95593f3pusuvanw9q2zyf2ctwxss38s2q
iscn://likecoin-chain/r1F2DVxWmC3NtrW0BBvG5v4T8-4zOyrYjGfHdzMzKFg,Alice's Adventures in Wonderland,,https://www.gutenberg.org/cache/epub/23716/pg23716.cover.medium.jpg,23716,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10p0gx4qgvnkl6nezk48k3h8jp78yfldherh7j5hjvr2075zrcr9sn6ndqf
iscn://likecoin-chain/bVubyAG5cVSTeILErmPbCxYAaMWPcJoj8aQxlh4vINA,Alice Sit-By-The-Fire,,https://www.gutenberg.org/cache/epub/6965/pg6965.cover.medium.jpg,6965,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1396sm0yuwwa43nwa3a7w5syhqp63u98vx0jjrvmx88sdlx9zy34q4tc3ja
iscn://likecoin-chain/BySUSnYUTecueAQQ_uuxmh7q_Vl1TRbBzlgYC0nZXzA,All Aboard: A Story for Girls,,https://www.gutenberg.org/cache/epub/19001/pg19001.cover.medium.jpg,19001,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10fqdpp45l2u5g6d3akhvjqa4jk5e0n7c5d99tza8drg0ahyj3u4s4340vq
iscn://likecoin-chain/Zn46dQglGiw7P54Pn46K_P9VrLplrRoAJSiWssLRaGs,"All Aboard; or, Life on the Lake A Sequel to ""The Boat Club""",,https://www.gutenberg.org/cache/epub/15002/pg15002.cover.medium.jpg,15002,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1amjm7ar8tsxq7k4f82uuzzt5ep44vv4q8pw4x4yfq3ex8h0dkxeqh25q7n
iscn://likecoin-chain/w_3V_4QNnJjo6uRC4dvkHjfqoU-dIvjhVGhL7pL60Sw,All in It : K(1) Carries On,,https://www.gutenberg.org/cache/epub/12302/pg12302.cover.medium.jpg,12302,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xz3vpn0vzvn32jzdusksd98mvcvmw8lzmzk6w4xn90wf0jgn5uqs26nar9
iscn://likecoin-chain/FuuxPYp0Kg4mHF7prX6FVrYkqPg-NYQ1sKrnympCpBE,All's Well That Ends Well,,https://www.gutenberg.org/cache/epub/2246/pg2246.cover.medium.jpg,2246,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1342ypm2pmhe2luun3dgcjlge2e0r40ekkep8lwfheuq3wgjqzxgsc6xvp4
iscn://likecoin-chain/PR_AWWxJfMBzR--O4aQHij6D__CFBcik9cIAE6Yp124,"All-Wool Morrison Time -- Today, Place -- the United States, Period of Action -- Twenty-four Hours",,https://www.gutenberg.org/cache/epub/7931/pg7931.cover.medium.jpg,7931,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xgpxrucmrkwar2pha60k64qpp49egz6m5wt0ckjg4xnsnv0nz33s5aacj7
iscn://likecoin-chain/oEAj6okpO2tJkO7aMHdWrrFfvG41ryhlJFCHSVwXPIQ,Allan and the Holy Flower,,https://www.gutenberg.org/cache/epub/5174/pg5174.cover.medium.jpg,5174,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1yk2y6tha072flzeacp8wgucyrm923me4n36d4lje6xgjz85e73yqc8w0wl
iscn://likecoin-chain/yDQIwn4eimNc784-qkinmV-qrLZ-U4Lvizf6JF_FsTM,Allan's Wife,,https://www.gutenberg.org/cache/epub/2727/pg2727.cover.medium.jpg,2727,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1hpm0he6ysua29qafqmd97apeg0uaqx0qr79kl298d0tuswm3n80qnc9ekn
iscn://likecoin-chain/aiV-agnbbJjIRx1jlncI14RlL0mUH7LJgng8S_-rbIY,Alone in London,,https://www.gutenberg.org/cache/epub/61455/pg61455.cover.medium.jpg,61455,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18497rztegqpn7dwew78n6z9nqr6w9x022pskvl0e4sss6vmqfn5s36ys3z
iscn://likecoin-chain/OlX6k7nXfpG2gyEE4BInhc2NdaIFwMoKr9tGIExFAs4,also sprach zarathustra english by nietz,,https://www.gutenberg.org/cache/epub/7205/pg7205.cover.medium.jpg,7205,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mcyskr8ldak73mwxmhnl362k8d8ya0ns2rxg4wl6tarfjdf7pwpqfpl6vl
iscn://likecoin-chain/LL_fcwJTxrY1EiPom2dqV40vyGLQquAzsfosLyXWAgE,Alton of Somasco A Romance of the Great Northwest,,https://www.gutenberg.org/cache/epub/14261/pg14261.cover.medium.jpg,14261,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1r5uula4pzmxr9x2zhlu2ge2422pwazd9p55luxw6wpwwqt6ffqrskrml90
iscn://likecoin-chain/fKfm2zp0ntXNU9H3qQSQj38bBAsupoZG02_M4ICMS_g,Amabel Channice,,https://www.gutenberg.org/cache/epub/28631/pg28631.cover.medium.jpg,28631,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15nd6jg8dwmsugavsfkk9um2g5aa280a8kxjgxywgg8jpyacak20qz7e06k
iscn://likecoin-chain/_I2HLBGBWMN8MMYMyjg8YTXFOoe6JXSJf02O_BcG2ok,Amarilly of Clothes-line Alley,,https://www.gutenberg.org/cache/epub/9988/pg9988.cover.medium.jpg,9988,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1sxvtp0m8lc07vmmk0l2wvp7j3sxpjee4qpt3mvagy52syutt50ms9fzfh7
iscn://likecoin-chain/lJgBPM9shcVh9TYmkY1-S1MaN-fWrfR3fL4ODIdLZJU/1,Amelia — Volume 1,,https://www.gutenberg.org/cache/epub/6095/pg6095.cover.medium.jpg,6095,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pcf8ddezqa8h8ca8aue35gxjwxdkrmm0rkm2w0ypdceyynz5r8csfrmxfq
iscn://likecoin-chain/rl1ZwkncFhgl6z648n9M822SmFFvLzeoqXZqILPdBL8,Amelia — Volume 3,,https://www.gutenberg.org/cache/epub/6097/pg6097.cover.medium.jpg,6097,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1fd9v0adqpkv9w0g5zc6qnx59m4svgtd7yzyeze34mendh6m89ljq9l00fm
iscn://likecoin-chain/kombafuYIKuBmiwpkiMx8ABUjTYGc3-mPU9-arc7t8w,American Big Game in Its Haunts The Book of the Boone and Crockett Club,,https://www.gutenberg.org/cache/epub/10445/pg10445.cover.medium.jpg,10445,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1a3z8v5dn4up5pn0th3f84jzz3qf4c8caumu2lq025w2x6qrz6shqmwz2a2
iscn://likecoin-chain/TQq_WyLWWwIArAprOHCwz2sVUH-SR2jabAs8j7psxZU,"American Eloquence, Volume 1 Studies In American Political History (1896)",,https://www.gutenberg.org/cache/epub/15391/pg15391.cover.medium.jpg,15391,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1jkeesr5gdh66u996p4j7pugkd7l8awnyxeen32ep7yhu58hkuy4qhvrfw2
iscn://likecoin-chain/RtazBZTM3_GpgVPSbfTJ4xiApCj5lD-Ibx9hjBSDqVE,"American Eloquence, Volume 2 Studies In American Political History (1896)",,https://www.gutenberg.org/cache/epub/15392/pg15392.cover.medium.jpg,15392,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1hw3dwg6pat7khj0z2nx5y0rnaueuucjekjdp5vjtnxc5keda0u3s3adlqg
iscn://likecoin-chain/0a-OjJdUSkfpruh7ZSH_Fohs6h5cN_C5oaR8f2hOksw,"American Eloquence, Volume 4 Studies In American Political History (1897)",,https://www.gutenberg.org/cache/epub/15394/pg15394.cover.medium.jpg,15394,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1u4z5t9sznazym4xfjnp09kensx3hmmy9mhf6qhtr92dkr5324j2slcqre3
iscn://likecoin-chain/PHseXNqHyg9fJXjKIDLESHhzVoqQXYgnAG-2YW8ez1w,American Fairy Tales,,https://www.gutenberg.org/cache/epub/4357/pg4357.cover.medium.jpg,4357,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mx5ypll4pj88f5pl2euyams24nexswma54d3xjlvyzqw9sjst2qscsd3g8
iscn://likecoin-chain/ZKShvSKeHVA42uQ2YRDOsB8W_Vbd2uHHeRlPlw2NA30,American Indian Fairy Tales,,https://www.gutenberg.org/cache/epub/45279/pg45279.cover.medium.jpg,45279,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18q2x8fra2s5reet6g8mu73t8729wwy4v07fm3vnkjmejhxhhe45qf0jt43
iscn://likecoin-chain/6EmXVh27OMJ08VyRJ76m49OY3iWd0BwsDSnGr_6D1QI,American Indian Stories,,https://www.gutenberg.org/cache/epub/10376/pg10376.cover.medium.jpg,10376,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft19d8z29fdl79u885w8x7sav2qe360ttq3u66rvdfljzyxaavwpnasdz4gv7
iscn://likecoin-chain/T-iGVCLkjfh8YI3zPVNzslMys5vBXRtRCy9NSO354lo,"American Lutheranism Volume 2: The United Lutheran Church (General Synod, General Council, United Synod in the South)",,https://www.gutenberg.org/cache/epub/24304/pg24304.cover.medium.jpg,24304,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mea4lf4s5e2h4h8nazyjdvtvftdl7k02ualzxnla3j3sfrlmlzfschwlhe
iscn://likecoin-chain/7qX5MW8XTcrr5Azc6sU09TCbPDaQbKFs17vEOWHgoo4,"American Lutheranism Vindicated; or, Examination of the Lutheran Symbols, on Certain Disputed Topics Including a Reply to the Plea of Rev. W. J. Mann",,https://www.gutenberg.org/cache/epub/14061/pg14061.cover.medium.jpg,14061,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1p3039dakr45wufe8tlp58sj3zvnsn9vm5239hp0zlrrrhj2uc8pqzeyvac
iscn://likecoin-chain/SwTmfYl7XbBF8m8lC2r6QCGgmtLj7m9OWryMNFddZ2A,American Men of Action,,https://www.gutenberg.org/cache/epub/16508/pg16508.cover.medium.jpg,16508,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pmm8c9muwph3cuhh3v6f25apsp34g0c6g9m66hqa58d8pkhflvlsz80gny
iscn://likecoin-chain/db7rRqHxojkOuGhw1IIo59G8LvJtLt2yDJdFGM2-GUA,American Men of Mind,,https://www.gutenberg.org/cache/epub/24200/pg24200.cover.medium.jpg,24200,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13gqt8arn75hnpgwewve0nlyuda785atteqnshjcjzan0ewumsc9qwte3rs
iscn://likecoin-chain/4tScUCMhLfYgDiKjJtFi2rOk9LSj97Y50L0hUHtOk7o,American Sketches,,https://www.gutenberg.org/cache/epub/25786/pg25786.cover.medium.jpg,25786,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1kp7zlf9pd4vmdk2cnmea9ave7spndkwwv40kza54ymwyats6m3xsgl9jjw
iscn://likecoin-chain/7FzQGLH7yNsao0JtHE3dsjhShqHSFSazZO7HuCEE5JM,"Âmona; The Child; And The Beast; And Others From ""The Strange Adventure Of James Shervinton and Other Stories"" - 1902",,https://www.gutenberg.org/cache/epub/24952/pg24952.cover.medium.jpg,24952,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft12d4n3mm0vdnr0mqy9mvzr9z4phnhpnny3c7gxv7wty0vvrsyl0rs86q40y
iscn://likecoin-chain/TSVja4cdRDfb-4uplZiPVJiJGbLwglJ7OIgHrxM3Aps,Among Malay Pirates : a Tale of Adventure and Peril,,https://www.gutenberg.org/cache/epub/7346/pg7346.cover.medium.jpg,7346,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1t84h8f2xvrp4c472x4xtnerd30kw6xlclcw443skpph4leucxpaqxarqll
iscn://likecoin-chain/vq0hNvusddJoTsU37aLpMd3i-dKD08pg9RpKJnt_to8,Among My Books. Second Series,,https://www.gutenberg.org/cache/epub/8509/pg8509.cover.medium.jpg,8509,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1cf4u2jn4jsvg3j5thuqlyaflylc9u5f5qndz6072c203ycfhphascx8uhm
iscn://likecoin-chain/45pf9ZPAL9klYDnfWt9s5FfCzrcv-8uy139qQpIeq60,Among the Brigands,,https://www.gutenberg.org/cache/epub/29297/pg29297.cover.medium.jpg,29297,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xnma7csqep3dzp5shkj930crt7s3tk9rc9v3r78wnghf4650eckqtv3ekp
iscn://likecoin-chain/E3VLQZjwV-Kjz4uHeAn_Z9WWUEAoV2b9jY8bBrXEVag,"Among the Hills, and other poems Part 5 From Volume I of The Works of John Greenleaf Whittier",,https://www.gutenberg.org/cache/epub/9564/pg9564.cover.medium.jpg,9564,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft18kr5gjtara46r6tu2ueg3ge20hxw7zg0kemuyqsw24t2rpj2z2hqvhqyr6
iscn://likecoin-chain/9HVrYfV7KbsXth63lIt0MdkzbzlZKjPFOf9MPXrP6mg,Among the Sioux A Story of the Twin Cities and the Two Dakotas,,https://www.gutenberg.org/cache/epub/21208/pg21208.cover.medium.jpg,21208,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1kggjkuytmkc6y0xymwlr6adlpqyhqeysnt3fxvq7kl0f4a7geyhqmudhg2
iscn://likecoin-chain/yVed3uKkz_a_tu0EFzLerO5WdrsHivtanv84b8tlzRY,Among the Tibetans,,https://www.gutenberg.org/cache/epub/41635/pg41635.cover.medium.jpg,41635,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1tn3nu75esk659uu350medujhmskez3504rc5eurtkpuzqy299zdskrx96m
iscn://likecoin-chain/vaVpIyVJ4uZJg3q69r9CnsAw4-LOi2pHj8WkKMvESVM,Amphitryon,,https://www.gutenberg.org/cache/epub/2536/pg2536.cover.medium.jpg,2536,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15hu7xmrqn4tf2qevhh8s5wx6m7mdnggcffmf5q09eldrkmqa6jaqawrpcq
iscn://likecoin-chain/lrFZEE9w1UB9Q_KParSvgkFNlEIkd_9Y23bWD6jPRm8,"An Account of Sa-Go-Ye-Wat-Ha, or Red Jacket, and His People, 1750-1830",,https://www.gutenberg.org/cache/epub/7339/pg7339.cover.medium.jpg,7339,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1gsgykc6v2xgjxlh053fxsts0ttxyd5nchc89ff30xh4xwuatc9msss3n5e
iscn://likecoin-chain/-8GPFqyMCZXRmJbsV6XG3EwNW4PHUKfjxjYljd6tPlE,An Accursed Race,,https://www.gutenberg.org/cache/epub/2531/pg2531.cover.medium.jpg,2531,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1sxcsxzxxlvnq30y2pk6mv3h8de9p26q6kz74c0dp68l0fdculx4st387la
iscn://likecoin-chain/GJZzX8NwgaHMy9b-H_iLvnAqzpwgOYU-PdjAby07Q1o,An Adventure with a Genius: Recollections of Joseph Pulitzer,,https://www.gutenberg.org/cache/epub/5638/pg5638.cover.medium.jpg,5638,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1eascv6vxmq9xdj2r2s9mdv2p2rn3qyw4e9pm84vpp4xksrmxnhtqy8sxuj
iscn://likecoin-chain/BZDKixJvzO3-omzm4mGI-Hbrpc2FZxw1dwerXZ9VHMg,An Alabaster Box,,https://www.gutenberg.org/cache/epub/18140/pg18140.cover.medium.jpg,18140,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1qx5ehfc327xux346rxalan6nzxgzupevycs0jdgc308t6qg3ht0qkqn3jh
iscn://likecoin-chain/Kngs94Fcve51THGo5dBelus1u3TkzSsxI2XJByGxFsg,An Algonquin Maiden: A Romance of the Early Days of Upper Canada,,https://www.gutenberg.org/cache/epub/8661/pg8661.cover.medium.jpg,8661,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft14szfkccva32zm80f30zgqkdfax32vkhwqagaavcx5d4pdldh42vss3rla5
iscn://likecoin-chain/SIk0rYEUj5m_RtrYqgy1czVQlridNhIos3OaSAa_9uM,An American Robinson Crusoe,,https://www.gutenberg.org/cache/epub/7799/pg7799.cover.medium.jpg,7799,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15acqt67t62tky2aff97gtjherd7yw6fk7hezk3vxmudce7z6wvmqau8h7d
iscn://likecoin-chain/qvBkQd7kT3IEoO-kYfbCfjDCrJAUmQY-hHpK_kwBips,An American Suffragette,,https://www.gutenberg.org/cache/epub/22285/pg22285.cover.medium.jpg,22285,1024,1024,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1lxjq8q09qkqlesj7627sayqm6htjzcyhl6aftvlu5my8dkp7h9usg2lvwx
