iscnPrefix,classTitle,classDescription,author,imageUrl,catalogId,mintCount,listCount,editionTitleEn,editionTitleZh,editionDescriptionEn,editionDescriptionZh,editionPriceUSD,classId
iscn://likecoin-chain/7EL_W30LyyLSuUTqztOGWgHFmoGUduy5mY6V0HN2H_o/1,The Tale of Terror: A Study of the Gothic Romance,,"""Birkhead, Edith, 1889-1951""",https://www.gutenberg.org/cache/epub/14154/pg14154.cover.medium.jpg,14154,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1uwefg4avrg2flwkpkxg5tpd8w3qcacfypnpux75j7830s9qmy5tqe8gzrt
iscn://likecoin-chain/f0a_2B5ejCs8UW7xKFBvC0hFaq1ymIPo1MBcbf0Kbgg/1,The Tale of Timothy Turtle,,"""Bailey, Arthur Scott, 1877-1949""",https://www.gutenberg.org/cache/epub/22434/pg22434.cover.medium.jpg,22434,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10z36gekzydyazmyxd5p0gm75dw9fkcyfnh9dr65jg7lf3ct2ep7qv7wg80
iscn://likecoin-chain/a--bEBNNxaXgnvslxz_7v2EQoCLxMME3N5W-ZPMaRRw/1,The Tale of Tommy Fox,,"""Bailey, Arthur Scott, 1877-1949""",https://www.gutenberg.org/cache/epub/5955/pg5955.cover.medium.jpg,5955,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1v4p55z33nc259u9a4xasy6ufwtzw09260u38faj7s4rv54rp9dlq6laj6k
iscn://likecoin-chain/nj_gF3nMo-DQYEkxbYtu06MB8sqh8NJ4qULqJsXCMbo/1,The Tale of Turkey Proudfoot,,"""Bailey, Arthur Scott, 1877-1949"",""Smith, Harry L. [Illustrator]""",https://www.gutenberg.org/cache/epub/21844/pg21844.cover.medium.jpg,21844,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1r2pyueqjak2k7fz8lj27u27xcmwyamlwnl2unpcdd2v9wq7uglgqpa3ev8
iscn://likecoin-chain/QrB_JlM11fNDOr4GSw7Efp4jJzuCQMK4p-AxYDOUMZ4/1,The Talisman,,"""Scott, Walter, 1771-1832""",https://www.gutenberg.org/cache/epub/1377/pg1377.cover.medium.jpg,1377,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1j6wf9l4pjw3wnvpwn0mcg94l07fnfv4p4cytzqr09x6vmzfnwmwqx44cyw
iscn://likecoin-chain/EmOCbi48X9THicH4wgFh-mP5604pqNcmFv-34BUAWX8/1,The Talking Beasts: A Book of Fable Wisdom,,"""Smith, Nora Archibald, 1859-1934 [Editor]"",""Wiggin, Kate Douglas Smith, 1856-1923 [Editor]""",https://www.gutenberg.org/cache/epub/13815/pg13815.cover.medium.jpg,13815,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft148jjmld95uy4cqjtdfnh2pfngc0atmzjnp6hg4sn7mdxqsn0xepsh9pc4x
iscn://likecoin-chain/ursc-21RbjcIpZmBnVS8AU1rRVBMQ1cnV-ZGleVgTyE/1,The Talleyrand Maxim,,"""Fletcher, J. S. (Joseph Smith), 1863-1935""",https://www.gutenberg.org/cache/epub/9834/pg9834.cover.medium.jpg,9834,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1azj5ggkkz5lpsrdlsgdcek5sp9lmxy43nefwhzcqd94kzhkf6kks3c70n7
iscn://likecoin-chain/u7SqpdSsCImEWbAcaz-ply_SZF8Sl7tthcJcIubUFUk/1,"The Tapestried Chamber, and Death of the Laird's Jock",,"""Scott, Walter, 1771-1832""",https://www.gutenberg.org/cache/epub/1668/pg1668.cover.medium.jpg,1668,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft184jchnf9vjm3a7hrql5ev9ez6xg8aczw5y8fgt6f52entywc5fzqers05s
iscn://likecoin-chain/flvlbdPrDzmOhautkldte5xq93n56ksGdxoc51EWw7E/1,The Tapu of Banderah,,"""Becke, Louis, 1855-1913""",https://www.gutenberg.org/cache/epub/24996/pg24996.cover.medium.jpg,24996,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1gf2l8dus5awk5ekylveskd4zmm6zdpxqa8jfucvum5j0jjjy28qs9zqv6l
iscn://likecoin-chain/VPjs030kMOG-wp4ybPGEymRHe8Z7JDS5mmAlCgttypc/1,The tavern knight,,"""Sabatini, Rafael, 1875-1950""",https://www.gutenberg.org/cache/epub/3030/pg3030.cover.medium.jpg,3030,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16hkdu0lq7gdlzlaygyvqf2txj5yfxey7t2tg4jx20uxrnwlz668q74lhxn
iscn://likecoin-chain/CVpuI1mESAY0fF-2w1j_GLqU_G5k_NZM-aJ2QLMLCmY/1,The Teesdale Angler,,"""Lakeland, R.""",https://www.gutenberg.org/cache/epub/23870/pg23870.cover.medium.jpg,23870,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1p6f7jp9prac37gv6dzl5e8ydpuurcpcx7s5hasaztcauv4jt46vqylnava
iscn://likecoin-chain/hChWINrK0rpFmBvzYVyRnzne63bAquJJGPwrVqUN9Ak/1,The Tempest,,"""Shakespeare, William, 1564-1616""",https://www.gutenberg.org/cache/epub/2235/pg2235.cover.medium.jpg,2235,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1nx4hv6ck3nyt72g5tk4chhmfnfqv8ftcppptr20y2q3yevxrkwasrlqvju
iscn://likecoin-chain/xjIswVR6CI6GC34TtAz5rfjWPmIinzmRGRR1W0uV4H8/1,The Tempting of Tavernake,,"""Oppenheim, E. Phillips (Edward Phillips), 1866-1946""",https://www.gutenberg.org/cache/epub/5091/pg5091.cover.medium.jpg,5091,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1gl03ed2khpraangprt37smahtjc7cuuw9stz8zytez2gskw3wv4s206d6u
iscn://likecoin-chain/hfgoTbKv1cH2ILqRO_uuiUjh3OAOiGI1MI8d9kQzqP4/1,"The Tent on the Beach, and other poems",,"""Whittier, John Greenleaf, 1807-1892""",https://www.gutenberg.org/cache/epub/9584/pg9584.cover.medium.jpg,9584,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1za5fw8qrkw89f743zs4zetcpj7uldquupvm6a2ll7jpnz0rmkvlsnp29gm
iscn://likecoin-chain/WrpONxUvbPm-L0kl3Kxrf4pQw8NhTxu9E0hgKzuqAlg/1,The Terrible Twins,,"""Jepson, Edgar, 1863-1938"",""Booth, Hanson, 1885-1944 [Illustrator]""",https://www.gutenberg.org/cache/epub/19043/pg19043.cover.medium.jpg,19043,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1sekrt35mam0g4ruhmnjs9rxm5d0um7ydtm85hfdrhaz2xy777efqavz9st
iscn://likecoin-chain/FgV-FyCX5qeLXmyAGOltsCju1dVyIyNfTXGL1WzUlwA/1,The Testimony of the Bible Concerning the Assumptions of Destructive Criticism,,"""Wishard, S. E. (Samuel Ellis), 1825-1915""",https://www.gutenberg.org/cache/epub/15812/pg15812.cover.medium.jpg,15812,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1w8gtguq9wqj3xt9xssy8y2nd70v3fyduje0nena8kc8d65r00vdq8zatzy
iscn://likecoin-chain/UtJhO7xUDxCutcntXo2AH8pboCHJP0P-Nlw14oUdFHE/1,The Texan,,"""Hendryx, James B. (James Beardsley), 1880-1963""",https://www.gutenberg.org/cache/epub/16976/pg16976.cover.medium.jpg,16976,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1205cl8srvdkxzaarpk2jk6k7307j0p3f0yuz0usq9x9q3dz7jd9spdu02z
iscn://likecoin-chain/CiH-paz56qGjXyce1GnfaHnfSYrrySlDuVPwNCjHUzA/1,The Theology of Holiness,,"""Clark, Dougan, 1828-1896""",https://www.gutenberg.org/cache/epub/6657/pg6657.cover.medium.jpg,6657,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10m7fdzzvjde2yzey7vyt728vh698eczsxjsuwqx6a2uhnw2dyzfs6g295z
iscn://likecoin-chain/2GoBD-p38C9Miw1ktT5GiEhwgso3WoGWu4_YX859cb0/1,The Thirteen,,"""Balzac, Honoré de, 1799-1850"",""Saintsbury, George, 1845-1933 [Author of introduction, etc.]"",""Marriage, Ellen, 1865-1946 [Translator]""",https://www.gutenberg.org/cache/epub/7416/pg7416.cover.medium.jpg,7416,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10c2w78em5ftu36c2al7wfzg4f7zcpa43r368exhlkfy9fegpq4kqmvw088
iscn://likecoin-chain/xAgt9ZHaH1kf3X7LATNy_XbD2AyJNdHKjw7zzZ-w290/1,The Thirty-Nine Steps,,"""Buchan, John, 1875-1940""",https://www.gutenberg.org/cache/epub/558/pg558.cover.medium.jpg,558,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pdw7yplezws52pesygja8zwz4naqr40hkry9qqfddpce0yqaltsqn36udf
iscn://likecoin-chain/6aAMuJqQysI9E3qHvlu-w1BJq6zq-oiKJjrC4aXSeuk/1,The Thirty Years War — Complete,,"""Schiller, Friedrich, 1759-1805"",""Morrison, A. J. W. (Alexander James William), 1806-1865 [Translator]""",https://www.gutenberg.org/cache/epub/6775/pg6775.cover.medium.jpg,6775,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1u4ehe09k98v5a8tgagrumqhpuxez7ggypy9ksa8lrlhgm2kjd4yqkmx8fg
iscn://likecoin-chain/6xgE436spMRET0XDQfomV4fQd9YVduU0KHLX8goqPy4/1,The Three Brontës,,"""Sinclair, May, 1863-1946""",https://www.gutenberg.org/cache/epub/11698/pg11698.cover.medium.jpg,11698,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1zae5fpntee4ruzgdgmwv4qqqel8wjqsf2kh3wzs6n3adqqk4l4fsew7e0t
iscn://likecoin-chain/9I3prHv9biho2mkPkF2CA1p98cvZbEdfOI583ijUrj8/1,"The Three Cities Trilogy: Lourdes, Volume 1",,"""Zola, Émile, 1840-1902"",""Vizetelly, Ernest Alfred, 1853-1922 [Translator]""",https://www.gutenberg.org/cache/epub/8511/pg8511.cover.medium.jpg,8511,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1y0xnhqhg224vyl335fuhsa7cpf76amq8uweehrqlqlxzd804hl3q3xflul
iscn://likecoin-chain/Mw8dZfmNqtJQ9IxUmjpf7hH4mfJuEt-C4Yoc1Fhck_I/1,"The Three Cities Trilogy: Rome, Volume 1",,"""Zola, Émile, 1840-1902"",""Vizetelly, Ernest Alfred, 1853-1922 [Translator]""",https://www.gutenberg.org/cache/epub/8721/pg8721.cover.medium.jpg,8721,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1t7ya6qecjxe2vvjdhpzxfx2k24pj9nq95ldmtvn93njvnkzzmn5q6gtejg
iscn://likecoin-chain/oVUhZW6N2CGLVhD4yrSnmFmtKwg80U3gSK2j6ivnlqM/1,The Three Partners,,"""Harte, Bret, 1836-1902""",https://www.gutenberg.org/cache/epub/2560/pg2560.cover.medium.jpg,2560,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16cvv9rw25sqr2u9m99gfpa436qhlw4mqf3eyepv9vrlh95y94j2qd8cxgw
iscn://likecoin-chain/O_oimqUBQA3yYLC4OTaae7qBZ2p2b78M2PqwGSaf9mw/1,The Threshold Grace: Meditations in the Psalms,,"""Ainsworth, Percy C. (Percy Clough), 1873-1909""",https://www.gutenberg.org/cache/epub/13267/pg13267.cover.medium.jpg,13267,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1zacr83z2rpl6kykdzy7gwmznqa0u9vjvkd0jysul5unsv6kdylusz4p77s
iscn://likecoin-chain/YYL-458YmDGa_rkO17TksHuH1YyByLePqEnd0juL1BQ/1,The Thunder Bird,,"""Bower, B. M., 1871-1940""",https://www.gutenberg.org/cache/epub/14486/pg14486.cover.medium.jpg,14486,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft130ju5gjvv3pp94935jzzlnsgqtx5dj7r9gmvxxja0rwr7svjlerss5zc46
iscn://likecoin-chain/yiC6f4ct5RqUh2ds03Y1lGfKuuG1PF-ZssPODTimmbY/1,The Time Machine,,"""Wells, H. G. (Herbert George), 1866-1946""",https://www.gutenberg.org/cache/epub/17401/pg17401.cover.medium.jpg,17401,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15eawmanu2s5g7zl5helvk26ra9h073nkyts84wl34mfnz7zvsy3s3tvqkd
iscn://likecoin-chain/E5si7Lf3ooHHka0SwHLJzTrbzp1He-Rm8R_spUANELE/1,"The Tin Box, and What it Contained",,"""Alger, Horatio, Jr., 1832-1899""",https://www.gutenberg.org/cache/epub/27222/pg27222.cover.medium.jpg,27222,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft123c03y8zdeaxpzmxaztgv29hssp9jajful9xq8kg49dq2wvfhwyqlf5t0x
iscn://likecoin-chain/8fezg4tincZBBIFCoUO78IJB9GD191f2bpK9HK6x4j0/1,The Tin Woodman of Oz,,"""Baum, L. Frank (Lyman Frank), 1856-1919""",https://www.gutenberg.org/cache/epub/960/pg960.cover.medium.jpg,960,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ys44njyslwx9xtelg6lzpjp7s2uglmayp8mg5zsvzr36uktnrh6sach0xc
iscn://likecoin-chain/vPHh0eN3JCQd8A0gWW0CdhcXWbTQ9UHUkEDrdkvfKFo/1,The Tipster,,"""Lefevre, Edwin, 1871-1943""",https://www.gutenberg.org/cache/epub/23171/pg23171.cover.medium.jpg,23171,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1230rv20at0z2t8ffy394jyw02nvcu00jhlj8l2mzujqnxnje7q7ssg0wyp
iscn://likecoin-chain/WIIZguEuuLf5wZEo1xU0n0DpA_70PHcIVDQh8z2C9oU/1,The Top of the World,,"""Dell, Ethel M. (Ethel May), 1881-1939""",https://www.gutenberg.org/cache/epub/12360/pg12360.cover.medium.jpg,12360,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1gs3xdz2qy0pj20u2hcyljp85utq3nc8hut43w5klzr0tndj3qawqefzkcu
iscn://likecoin-chain/SeJ8YsSflHZLioSd1wwlHUCSPHFgmRRTdx6lbmkDTwk/1,The Torch and Other Tales,,"""Phillpotts, Eden, 1862-1960""",https://www.gutenberg.org/cache/epub/15737/pg15737.cover.medium.jpg,15737,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16s8rxckxa5hywgfwg0ng6lgped7elkt2rtj3qq5jllwekpn3ydxqev4365
iscn://likecoin-chain/yXI83qjm8dsA2U_5XO1hKPNkTozGBsNCz7Q351QIMWE/1,The Torch Bearer: A Camp Fire Girls' Story,,"""Thurston, I. T. (Ida Treadwell), 1848-1918""",https://www.gutenberg.org/cache/epub/23987/pg23987.cover.medium.jpg,23987,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft195yzhwhnp2tyzmg4ze67twrfqxzkdxjxevfwth5ynxye4vvz0ydsrt09nr
iscn://likecoin-chain/DndOMBpWx7e6lJ2R5xcswtx0cBW_o5_Mos0HKQZcaWA/1,The Trade Union Woman,,"""Henry, Alice, 1857-1943""",https://www.gutenberg.org/cache/epub/11424/pg11424.cover.medium.jpg,11424,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1jd0a2q6vkxjz0s3e3rp5x0lcpdj2zpxjgypqch4lekr67jeqfntqe5rg2s
iscn://likecoin-chain/WZFujEXcZ63i9lyTbbD7lUVm-fQZ6niI5cuOiu4YilA/1,The Trader's Wife,,"""Becke, Louis, 1855-1913""",https://www.gutenberg.org/cache/epub/24837/pg24837.cover.medium.jpg,24837,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10rxslwq3rqk3yc4yckcd2edrvzgzqf6nc4t6rrnt4zxgqcjt6xgqkc2wa0
iscn://likecoin-chain/Uo8_OG0hM0fMqfu0x4bw_plj7BLRP6a2ydiEy9an554/1,The Tragedies of the Medici,,"""Staley, Edgcumbe, 1845-""",https://www.gutenberg.org/cache/epub/10877/pg10877.cover.medium.jpg,10877,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1925qgmcuxyhxa24ka52jj4k7ve64zy5lren29k990a3ftfxncn8qzxax5r
iscn://likecoin-chain/7mk70uO3G2Oh7pJBLv-8P5L5BcoLaAOxCdLjF1cxoZM/1,The Tragic Comedians: A Study in a Well-known Story — Complete,,"""Meredith, George, 1828-1909""",https://www.gutenberg.org/cache/epub/4464/pg4464.cover.medium.jpg,4464,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1hcweegzakmyqjcerxzqnrnyn7pnupalpjvzjmxkc7gpayfvde24s9vexag
iscn://likecoin-chain/shUK4GZzH4PrIT_ZSjkwXgLaJ16aLhTBjhLjCGysgEw/1,"The Trail Boys of the Plains; Or, The Hunt for the Big Buffalo",,"""Allen, Jay Winthrop"",""Rogers, Walter S., 1871-1937 [Illustrator]""",https://www.gutenberg.org/cache/epub/44078/pg44078.cover.medium.jpg,44078,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft14xay76djyku7sngz4zfds36dkpffvgehv5yl0zg5m9ky9z9tdn8qd9lky0
iscn://likecoin-chain/z12mBL99hZCag3MtPVdIBC2l_5hSYl21nDFMqZF5yNs/1,"The Trail of the Sword, Complete",,"""Parker, Gilbert, 1862-1932""",https://www.gutenberg.org/cache/epub/6210/pg6210.cover.medium.jpg,6210,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1f96jm534mt38gm84wrep22tsrp84r79re6dx5lnypu9vaqmce8ms5d83pr
iscn://likecoin-chain/IMnvjmoXWHzddoJl3CIzG8JBm8M7WXjhgNrEfS9aWQM/1,"The Trail of the Sword, Volume 1",,"""Parker, Gilbert, 1862-1932""",https://www.gutenberg.org/cache/epub/6206/pg6206.cover.medium.jpg,6206,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ymueqs63w5l3dg8nlldhjxkcrm6me93nvpgc00ad8zcgmmjz2ceq9x444u
iscn://likecoin-chain/df31p4KzcYjTzeHo7-S6rj8CWx4A9igRz7ShbJEsoXY/1,The Trampling of the Lilies,,"""Sabatini, Rafael, 1875-1950""",https://www.gutenberg.org/cache/epub/2783/pg2783.cover.medium.jpg,2783,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1avaj44w4lf3r8z5gp4xne7ull02eg6atwny2hs3zl9akpl35wghs9urnzz
iscn://likecoin-chain/TK8zMcAFDzU4C65IKIwYdnJ_o279xDlOmksxdzyUKZo/1,"The Translation of a Savage, Complete",,"""Parker, Gilbert, 1862-1932""",https://www.gutenberg.org/cache/epub/6214/pg6214.cover.medium.jpg,6214,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1z3svdk0qcnzljsc23n6uycda732k6cg3zm44c49fh84zzy9nhprq3e32xp
iscn://likecoin-chain/-k6WLwUqalHOATQP9iPtPOEOk5o7qpDTL7dlEelohl0/1,The Treasure of the Incas: A Story of Adventure in Peru,,"""Henty, G. A. (George Alfred), 1832-1902""",https://www.gutenberg.org/cache/epub/7070/pg7070.cover.medium.jpg,7070,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1n95z5l56cqlm5aec6fnd5r0urd0yeuj6jggtd74hntg3muhmxlus6n6var
iscn://likecoin-chain/ohkQlsd93pA6oNbdNohT2DZHU5otPymFFuuIPFkOfOQ/1,The Treasure-Train,,"""Reeve, Arthur B. (Arthur Benjamin), 1880-1936""",https://www.gutenberg.org/cache/epub/5087/pg5087.cover.medium.jpg,5087,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ats8epxl2f3raanrhnht4ylpkhd9v3uau5kssq3djfhyg5r9p4ms5m4e4e
iscn://likecoin-chain/RRneCvTfEIULI5pqJsbK71swpRDDbYrppJjeIbXs8Nc/1,The Treaties of Canada with the Indians of Manitoba and the North-West Territories,,"""Morris, Alexander, 1826-1889""",https://www.gutenberg.org/cache/epub/7126/pg7126.cover.medium.jpg,7126,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft167jupg7stkdk5e6g3atq959f8fqkh4h0d7nplxnhrruts2ms808sl2u3m8
iscn://likecoin-chain/1u739vOb1y9N5nWoa04iE2fQcbt7uZqw-CpOzlmI_hg/1,"The Treaty of the European Union, Maastricht Treaty, 7th February, 1992",,European Union,https://www.gutenberg.org/cache/epub/686/pg686.cover.medium.jpg,686,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft16fyd9c8l2z0zu6dscea8q9yssax04jq5595z33hz4yyrnrnhzk3sxqtrxt
iscn://likecoin-chain/nL0K6PbsRPxTud-BdB_eZtd2pLr_nZnbgYnpSt2i0NM/1,"The Treaty With China, its Provisions Explained",,"""Twain, Mark, 1835-1910""",https://www.gutenberg.org/cache/epub/33077/pg33077.cover.medium.jpg,33077,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1vvvy53txtnhgmd2gnvy5gsjr4y6agtpaf88tmh2qq9tmnsrghadqcrnd5l
iscn://likecoin-chain/xZcQyN-Nhik8cU-DTfZehiCfnZkcNUotd3y7rlE34Xg/1,The Trees of Pride,,"""Chesterton, G. K. (Gilbert Keith), 1874-1936""",https://www.gutenberg.org/cache/epub/1721/pg1721.cover.medium.jpg,1721,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1d44ava446gk4et7eeqeg7ldx3zqlfl07ztuleezx76smytn07masq6qwar
iscn://likecoin-chain/x7sAlvSxmRB7BFufPUilQG6CIBIeKAW7EyWcdthZ27M/1,The Tremendous Adventures of Major Gahagan,,"""Thackeray, William Makepeace, 1811-1863""",https://www.gutenberg.org/cache/epub/9534/pg9534.cover.medium.jpg,9534,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft159zz6g57gujg9eaw66huczhwsapfdv2xkkq5zqd3zw9whyq208xs0mukp9
iscn://likecoin-chain/xN2GmTG6ivW8p5FGgzi04sV2F442FCN0yju_gLldgFc/1,The Trespasser,,"""Lawrence, D. H. (David Herbert), 1885-1930""",https://www.gutenberg.org/cache/epub/9498/pg9498.cover.medium.jpg,9498,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1tzrzm6yr0q9zwxz7zejfclmsp9e0hus5es33d7665ygvy7pqjcsq5geggs
iscn://likecoin-chain/ebyJsEKGaaOrRfurSd07dsG550AqkNiqWFupR8obtjE/1,"The Trimmed Lamp, and Other Stories of the Four Million",,"""Henry, O., 1862-1910""",https://www.gutenberg.org/cache/epub/3707/pg3707.cover.medium.jpg,3707,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft19u3280vcfhjtrld6w66nqq9n2mnfv8vtrx6tvtgj5kv7hamkcqgstp3h6t
iscn://likecoin-chain/uGUOHHWtYAPK090y3OTIPgfCvZSVObUanh6cdN78Sow/1,The Triumph Of Night,,"""Wharton, Edith, 1862-1937""",https://www.gutenberg.org/cache/epub/24351/pg24351.cover.medium.jpg,24351,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xvc0t0uxesqta4thxcsl4q50te2a4jwhgeddlawnaetpqzs8e5csnqdpzm
iscn://likecoin-chain/k3RvrVKNjkvoA_vMuzBTuH6V_XAiOMux7GkhSE9GVIk/1,"The Troll Garden, and Selected Stories",,"""Cather, Willa, 1873-1947""",https://www.gutenberg.org/cache/epub/346/pg346.cover.medium.jpg,346,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1cnyevgxmysx7v38k7c5ad59unr9knjlyeyqkff49n0pwrt773pds59e2r8
iscn://likecoin-chain/oSCRE8sanBJx5o4zc0Qt9eW_2Bpw1WS5s3JYn06n10E/1,The True Citizen: How to Become One,,"""Markwick, William Fisher, 1848-1911"",""Smith, William Alexander, 1866-""",https://www.gutenberg.org/cache/epub/6158/pg6158.cover.medium.jpg,6158,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1zssfge6l3g2fx4depfwpqc5jnujpz0c4w4kt6hsy5ucqlx6aytmqs0h07d
iscn://likecoin-chain/vLaKq3A8gBfKUAe5zQnm8wvHThmN5TrVpY-eNeC4vrs/1,The True George Washington [10th Ed.],,"""Ford, Paul Leicester, 1865-1902""",https://www.gutenberg.org/cache/epub/12300/pg12300.cover.medium.jpg,12300,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1cuz4d6tz9j5h0wzt5v56av6j6jm33sd53cgs35vs63xlc87kvnks2ht66v
iscn://likecoin-chain/b8vq6hakPe3ahw5xEQ-m0alnWxput2CgEyEqG-rvYz0/1,"The True Story of Christopher Columbus, Called the Great Admiral",,"""Brooks, Elbridge S. (Elbridge Streeter), 1846-1902""",https://www.gutenberg.org/cache/epub/1488/pg1488.cover.medium.jpg,1488,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1yqpv0xhwwwrq994ft9k844tz9rwy7j0vg6lx3aqyaedpeght5pkq28pcak
iscn://likecoin-chain/-9zYynaqWldQ294O0EEKOW4qSt9BVzdHX1MNUCoLM8I/1,The True Story of My Life: A Sketch,,"""Andersen, H. C. (Hans Christian), 1805-1875"",""Howitt, Mary (Mary Botham), 1799-1888 [Translator]""",https://www.gutenberg.org/cache/epub/7007/pg7007.cover.medium.jpg,7007,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1r2m0pae23jdrzzyrfx6hchd63g6v4fawpempgancecsxplw2xt0q7hjh7k
iscn://likecoin-chain/w-6ujrh9aaSdH72bEi3RHXemIHU6Qc9T0dhDwB38Py8/1,The True Woman,,"""Fulton, Justin D. (Justin Dewey), 1828-1901""",https://www.gutenberg.org/cache/epub/12790/pg12790.cover.medium.jpg,12790,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft13x5fyewclmmmh7rqq5rqdf05sd7h94qpn6ty75xlh5tk5pjg08yskangc4
iscn://likecoin-chain/WZiP7Rp1lC7TqlfMaQVLbkiWOTOoMajQRfdTBTZ0ss0/1,The Turmoil: A Novel,,"""Tarkington, Booth, 1869-1946""",https://www.gutenberg.org/cache/epub/1098/pg1098.cover.medium.jpg,1098,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1x2ak49g9up6yccdq0fdq8estdfh9xpypyfrh8q4e4730amvjf3rstlnydn
iscn://likecoin-chain/WDqpiD-dbgrsQczQoHY8B7zR_Fzn9AFlHWOXr4kiPho/1,The Turn of the Screw,,"""James, Henry, 1843-1916""",https://www.gutenberg.org/cache/epub/26285/pg26285.cover.medium.jpg,26285,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1h05sh5ft6hdyqusrjdtjxy2t7sucxxvxhegfpl2258l7zpnatc7q42p67c
iscn://likecoin-chain/DW6Eae4v5vR0PP-2UY0Aej5BVa1kltEslxogSlnnYnM/1,"The Turquoise Cup, and, the Desert",,"""Smith, Arthur Cosslett, 1852-1926""",https://www.gutenberg.org/cache/epub/10608/pg10608.cover.medium.jpg,10608,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ca84yr5vhelx2dfvwradcdtug65y2gmw9laulr6qzu9xt8cg76hsxjwr3q
